Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-AMI-HRRP,121.0,,1.0055,14.6549,14.5749,18.0,2020-07-01,2023-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HF-HRRP,218.0,,0.9504,19.064,20.0595,38.0,2020-07-01,2023-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-COPD-HRRP,,,0.9694,17.7506,18.3119,,2020-07-01,2023-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-HIP-KNEE-HRRP,,,0.9928,5.1548,5.192,,2020-07-01,2023-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-PN-HRRP,103.0,,0.9766,17.1164,17.5261,16.0,2020-07-01,2023-06-30
PRINCETON BAPTIST MEDICAL CENTER,10103,AL,READM-30-CABG-HRRP,,,1.0605,11.5758,10.9158,,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-COPD-HRRP,154.0,,1.004,18.6724,18.5979,29.0,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-PN-HRRP,341.0,,0.9621,15.7195,16.3387,51.0,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-CABG-HRRP,112.0,,1.1821,12.8849,10.9002,20.0,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HF-HRRP,598.0,,1.0208,20.6583,20.2372,125.0,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,207.0,,1.0593,14.5933,13.7765,33.0,2020-07-01,2023-06-30
GRANDVIEW MEDICAL CENTER,10104,AL,READM-30-HIP-KNEE-HRRP,385.0,,1.0159,4.6229,4.5504,18.0,2020-07-01,2023-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-PN-HRRP,142.0,,0.925,14.1876,15.3376,15.0,2020-07-01,2023-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-HF-HRRP,157.0,,1.0382,19.9833,19.2489,34.0,2020-07-01,2023-06-30
PRATTVILLE BAPTIST HOSPITAL,10108,AL,READM-30-COPD-HRRP,88.0,,0.9658,17.1758,17.7835,13.0,2020-07-01,2023-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-PN-HRRP,,,0.9343,16.4488,17.605,,2020-07-01,2023-06-30
WHITFIELD REGIONAL HOSPITAL,10112,AL,READM-30-HF-HRRP,66.0,,0.982,20.1405,20.5102,12.0,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-CABG-HRRP,,,1.1177,11.3608,10.1641,,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-COPD-HRRP,146.0,,1.0694,19.7481,18.4657,33.0,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-PN-HRRP,393.0,,0.9485,15.4143,16.2515,57.0,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HF-HRRP,392.0,,0.9835,19.9434,20.2785,77.0,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-AMI-HRRP,157.0,,1.0816,14.8,13.6835,27.0,2020-07-01,2023-06-30
MOBILE INFIRMARY MEDICAL CENTER,10113,AL,READM-30-HIP-KNEE-HRRP,,,0.9279,4.0475,4.3619,,2020-07-01,2023-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-HF-HRRP,98.0,,0.9338,19.2231,20.5857,14.0,2020-07-01,2023-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-PN-HRRP,153.0,,1.0069,15.3873,15.2823,24.0,2020-07-01,2023-06-30
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",10114,AL,READM-30-COPD-HRRP,,,0.9697,18.1823,18.751,,2020-07-01,2023-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-PN-HRRP,113.0,,1.0289,16.8791,16.4051,21.0,2020-07-01,2023-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-COPD-HRRP,,,0.9633,15.7255,16.3253,,2020-07-01,2023-06-30
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,READM-30-HF-HRRP,,,0.9398,17.8762,19.022,,2020-07-01,2023-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-HF-HRRP,,,0.9913,15.7964,15.9345,,2020-07-01,2023-06-30
MONROE COUNTY HOSPITAL,10120,AL,READM-30-PN-HRRP,,,1.0142,12.1407,11.9702,,2020-07-01,2023-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-PN-HRRP,280.0,,0.9691,12.5063,12.9055,33.0,2020-07-01,2023-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-COPD-HRRP,,,0.9396,14.9942,15.9582,,2020-07-01,2023-06-30
LAKELAND COMMUNITY HOSPITAL,10125,AL,READM-30-HF-HRRP,,,0.9998,15.8263,15.8296,,2020-07-01,2023-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-PN-HRRP,,,1.0148,13.4647,13.2684,,2020-07-01,2023-06-30
TROY REGIONAL MEDICAL CENTER,10126,AL,READM-30-HF-HRRP,40.0,,1.0713,18.1344,16.9269,12.0,2020-07-01,2023-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-PN-HRRP,,,1.0242,12.0087,11.7247,,2020-07-01,2023-06-30
JACKSON MEDICAL CENTER,10128,AL,READM-30-HF-HRRP,,,1.0057,14.5095,14.4268,,2020-07-01,2023-06-30
NORTH BALDWIN INFIRMARY,10129,AL,READM-30-PN-HRRP,47.0,,1.1074,15.5449,14.0371,14.0,2020-07-01,2023-06-30
NORTH BALDWIN INFIRMARY,10129,AL,READM-30-HF-HRRP,,,0.9521,18.5441,19.4777,,2020-07-01,2023-06-30
ST VINCENT'S ST CLAIR,10130,AL,READM-30-COPD-HRRP,,,0.9861,16.2969,16.5261,,2020-07-01,2023-06-30
ST VINCENT'S ST CLAIR,10130,AL,READM-30-PN-HRRP,127.0,,1.0309,14.9494,14.5006,21.0,2020-07-01,2023-06-30
ST VINCENT'S ST CLAIR,10130,AL,READM-30-HF-HRRP,66.0,,0.9977,16.9077,16.9474,11.0,2020-07-01,2023-06-30
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-HIP-KNEE-HRRP,,,0.9839,3.8166,3.8792,,2020-07-01,2023-06-30
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-PN-HRRP,346.0,,1.0566,15.7007,14.8591,58.0,2020-07-01,2023-06-30
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-HF-HRRP,278.0,,1.0574,20.5165,19.4019,61.0,2020-07-01,2023-06-30
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-COPD-HRRP,91.0,,1.0147,16.631,16.3904,16.0,2020-07-01,2023-06-30
CRESTWOOD MEDICAL CENTER,10131,AL,READM-30-AMI-HRRP,138.0,,1.0767,14.1115,13.1056,23.0,2020-07-01,2023-06-30
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-AMI-HRRP,87.0,,1.0068,13.4205,13.3295,12.0,2020-07-01,2023-06-30
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-PN-HRRP,169.0,,1.0121,15.4982,15.313,27.0,2020-07-01,2023-06-30
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-HF-HRRP,142.0,,1.0234,19.9828,19.5259,30.0,2020-07-01,2023-06-30
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-COPD-HRRP,,,0.9809,17.8718,18.2197,,2020-07-01,2023-06-30
BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,READM-30-CABG-HRRP,,,0.9585,11.3021,11.791,,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-COPD-HRRP,80.0,,1.0617,16.7902,15.8151,17.0,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-PN-HRRP,185.0,,1.0317,16.154,15.6582,32.0,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-HF-HRRP,250.0,,0.9707,19.2361,19.8175,46.0,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-HIP-KNEE-HRRP,,,0.9914,4.3073,4.3449,,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-AMI-HRRP,,,1.04,13.2764,12.7653,,2020-07-01,2023-06-30
SPRINGHILL MEDICAL CENTER,10144,AL,READM-30-CABG-HRRP,,,1.0428,11.0328,10.58,,2020-07-01,2023-06-30
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-PN-HRRP,90.0,,0.9943,12.6285,12.7009,11.0,2020-07-01,2023-06-30
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-HF-HRRP,62.0,,1.0356,15.6152,15.079,12.0,2020-07-01,2023-06-30
EVERGREEN MEDICAL CENTER,10148,AL,READM-30-COPD-HRRP,,,0.9766,13.032,13.3443,,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-PN-HRRP,203.0,,1.0643,16.6513,15.645,38.0,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-COPD-HRRP,,,0.9357,17.8477,19.0746,,2020-07-01,2023-06-30
BAPTIST MEDICAL CENTER EAST,10149,AL,READM-30-HF-HRRP,261.0,,1.039,19.6579,18.9199,54.0,2020-07-01,2023-06-30
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,10150,AL,READM-30-HF-HRRP,,,0.9832,17.2061,17.5004,,2020-07-01,2023-06-30
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-HIP-KNEE-HRRP,,,1.2367,7.0744,5.7202,,2020-07-01,2023-06-30
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-PN-HRRP,92.0,,1.0351,14.9143,14.4086,16.0,2020-07-01,2023-06-30
RUSSELLVILLE HOSPITAL,10158,AL,READM-30-COPD-HRRP,,,0.9592,16.4621,17.1627,,2020-07-01,2023-06-30
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-PN-HRRP,88.0,,1.0679,15.5005,14.5148,18.0,2020-07-01,2023-06-30
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-HF-HRRP,80.0,,1.0049,17.0856,17.0024,14.0,2020-07-01,2023-06-30
COOSA VALLEY MEDICAL CENTER,10164,AL,READM-30-COPD-HRRP,,,0.9639,13.9811,14.5053,,2020-07-01,2023-06-30
JACK HUGHSTON MEMORIAL HOSPITAL,10168,AL,READM-30-HIP-KNEE-HRRP,460.0,,0.9706,3.9949,4.1157,18.0,2020-07-01,2023-06-30
ATMORE COMMUNITY HOSPITAL,10169,AL,READM-30-COPD-HRRP,,,0.9784,12.9407,13.226,,2020-07-01,2023-06-30
ATMORE COMMUNITY HOSPITAL,10169,AL,READM-30-HF-HRRP,46.0,,1.082,18.7173,17.298,14.0,2020-07-01,2023-06-30
ST VINCENT'S CHILTON,10173,AL,READM-30-PN-HRRP,,,0.9545,11.7881,12.3498,,2020-07-01,2023-06-30
EAMC-LANIER,10175,AL,READM-30-PN-HRRP,,,0.9738,13.9095,14.2843,,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-CABG-HRRP,,,0.8862,8.7719,9.8981,,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-COPD-HRRP,134.0,,0.9224,17.9091,19.4162,19.0,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-PN-HRRP,211.0,,1.0138,15.2087,15.0018,33.0,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-HF-HRRP,463.0,,0.8824,16.9831,19.2457,70.0,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-AMI-HRRP,442.0,,0.8554,10.2297,11.9592,38.0,2020-07-01,2023-06-30
PROVIDENCE ALASKA MEDICAL CENTER,20001,AK,READM-30-HIP-KNEE-HRRP,,,1.1568,5.2275,4.5189,,2020-07-01,2023-06-30
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-HIP-KNEE-HRRP,,,1.344,7.1153,5.294,,2020-07-01,2023-06-30
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-PN-HRRP,272.0,,0.9206,15.2835,16.6012,36.0,2020-07-01,2023-06-30
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-HF-HRRP,233.0,,0.941,19.0093,20.2012,40.0,2020-07-01,2023-06-30
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-COPD-HRRP,96.0,,0.9378,17.6569,18.8272,13.0,2020-07-01,2023-06-30
MAT-SU REGIONAL MEDICAL CENTER,20006,AK,READM-30-AMI-HRRP,150.0,,1.0116,12.9706,12.8224,20.0,2020-07-01,2023-06-30
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-PN-HRRP,,,0.9945,13.7335,13.8092,,2020-07-01,2023-06-30
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-HIP-KNEE-HRRP,,,0.9226,3.1335,3.3963,,2020-07-01,2023-06-30
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-COPD-HRRP,,,1.0317,17.4344,16.8992,,2020-07-01,2023-06-30
BARTLETT REGIONAL HOSPITAL,20008,AK,READM-30-HF-HRRP,58.0,,1.0502,18.3333,17.4569,14.0,2020-07-01,2023-06-30
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-PN-HRRP,111.0,,0.9422,13.3971,14.2188,11.0,2020-07-01,2023-06-30
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-HF-HRRP,,,0.8547,16.0397,18.7673,,2020-07-01,2023-06-30
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-AMI-HRRP,,,0.9501,9.6393,10.1459,,2020-07-01,2023-06-30
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-HIP-KNEE-HRRP,,,0.8958,2.878,3.2126,,2020-07-01,2023-06-30
FAIRBANKS MEMORIAL HOSPITAL,20012,AK,READM-30-COPD-HRRP,,,0.9882,14.7809,14.957,,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-AMI-HRRP,142.0,,1.0241,11.8964,11.6162,18.0,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-HF-HRRP,212.0,,1.0598,20.2395,19.0972,47.0,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-PN-HRRP,200.0,,1.1081,17.0411,15.379,41.0,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-CABG-HRRP,,,1.02,9.9127,9.7181,,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-COPD-HRRP,71.0,,1.1236,19.519,17.3713,21.0,2020-07-01,2023-06-30
ALASKA REGIONAL HOSPITAL,20017,AK,READM-30-HIP-KNEE-HRRP,530.0,,1.0117,3.9346,3.8891,21.0,2020-07-01,2023-06-30
YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,AK,READM-30-PN-HRRP,,,0.9288,12.9271,13.9185,,2020-07-01,2023-06-30
YUKON KUSKOKWIM DELTA REG HOSPITAL,20018,AK,READM-30-HF-HRRP,,,0.9731,15.7314,16.1669,,2020-07-01,2023-06-30
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-COPD-HRRP,96.0,,1.108,20.369,18.3832,26.0,2020-07-01,2023-06-30
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-HF-HRRP,179.0,,1.138,21.1448,18.5803,47.0,2020-07-01,2023-06-30
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-PN-HRRP,135.0,,1.0657,16.1002,15.1075,26.0,2020-07-01,2023-06-30
CENTRAL PENINSULA GENERAL HOSPITAL,20024,AK,READM-30-HIP-KNEE-HRRP,,,0.8268,3.4007,4.1131,,2020-07-01,2023-06-30
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-COPD-HRRP,,,0.9345,18.4218,19.7139,,2020-07-01,2023-06-30
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-PN-HRRP,152.0,,0.9269,13.7958,14.8841,16.0,2020-07-01,2023-06-30
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-HF-HRRP,144.0,,1.0106,18.2445,18.0531,27.0,2020-07-01,2023-06-30
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-AMI-HRRP,,,0.9397,10.7937,11.4866,,2020-07-01,2023-06-30
ALASKA NATIVE MEDICAL CENTER,20026,AK,READM-30-HIP-KNEE-HRRP,,,0.8435,3.3209,3.9373,,2020-07-01,2023-06-30
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-CABG-HRRP,,,0.9052,9.6894,10.7044,,2020-07-01,2023-06-30
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-HF-HRRP,294.0,,0.9896,21.0035,21.2247,61.0,2020-07-01,2023-06-30
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-COPD-HRRP,,,0.9553,15.5258,16.2531,,2020-07-01,2023-06-30
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-PN-HRRP,240.0,,0.9925,17.299,17.4293,41.0,2020-07-01,2023-06-30
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,30002,AZ,READM-30-AMI-HRRP,,,0.8549,10.7124,12.5305,,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-HF-HRRP,652.0,,1.1036,19.9546,18.082,137.0,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-PN-HRRP,560.0,,1.0359,15.6468,15.1043,90.0,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-COPD-HRRP,167.0,,0.9611,16.4104,17.0739,25.0,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-CABG-HRRP,114.0,,1.008,9.4226,9.3473,11.0,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-HIP-KNEE-HRRP,251.0,,1.0035,4.3644,4.349,11.0,2020-07-01,2023-06-30
TUCSON MEDICAL CENTER,30006,AZ,READM-30-AMI-HRRP,282.0,,1.214,14.1187,11.6301,49.0,2020-07-01,2023-06-30
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-AMI-HRRP,99.0,,0.9767,12.2336,12.5249,11.0,2020-07-01,2023-06-30
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-COPD-HRRP,,,0.9134,15.3811,16.8387,,2020-07-01,2023-06-30
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-PN-HRRP,218.0,,0.8972,12.8689,14.3441,21.0,2020-07-01,2023-06-30
VERDE VALLEY MEDICAL CENTER,30007,AZ,READM-30-HF-HRRP,183.0,,0.8627,17.0527,19.7669,21.0,2020-07-01,2023-06-30
ST. MARY'S HOSPITAL,30010,AZ,READM-30-HF-HRRP,189.0,,0.9513,17.146,18.0238,29.0,2020-07-01,2023-06-30
ST. MARY'S HOSPITAL,30010,AZ,READM-30-CABG-HRRP,,,1.0173,11.8046,11.6043,,2020-07-01,2023-06-30
ST. MARY'S HOSPITAL,30010,AZ,READM-30-PN-HRRP,191.0,,0.9531,14.2265,14.9273,24.0,2020-07-01,2023-06-30
ST. MARY'S HOSPITAL,30010,AZ,READM-30-COPD-HRRP,,,1.031,15.8871,15.4089,,2020-07-01,2023-06-30
ST. MARY'S HOSPITAL,30010,AZ,READM-30-AMI-HRRP,178.0,,0.976,12.4361,12.7415,21.0,2020-07-01,2023-06-30
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-PN-HRRP,213.0,,0.942,13.5788,14.4151,25.0,2020-07-01,2023-06-30
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-HIP-KNEE-HRRP,,,0.921,4.1701,4.5276,,2020-07-01,2023-06-30
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-HF-HRRP,183.0,,1.1089,20.1024,18.1287,44.0,2020-07-01,2023-06-30
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-AMI-HRRP,140.0,,0.9803,12.0932,12.3367,16.0,2020-07-01,2023-06-30
ST JOSEPH'S HOSPITAL,30011,AZ,READM-30-COPD-HRRP,,,0.9464,16.3377,17.2621,,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-PN-HRRP,587.0,,1.0222,14.0653,13.76,84.0,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-COPD-HRRP,192.0,,1.004,15.5028,15.4412,30.0,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-HF-HRRP,454.0,,1.0429,18.741,17.9696,88.0,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-HIP-KNEE-HRRP,,,0.8362,3.6961,4.4199,,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-CABG-HRRP,120.0,,1.0166,9.5562,9.3998,12.0,2020-07-01,2023-06-30
YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,READM-30-AMI-HRRP,418.0,,0.8237,9.0299,10.9623,29.0,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-PN-HRRP,586.0,,0.9965,15.5691,15.6238,91.0,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HIP-KNEE-HRRP,,,1.0458,5.4615,5.2223,,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-COPD-HRRP,157.0,,0.9732,16.3247,16.7735,24.0,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-HF-HRRP,583.0,,1.1592,21.7082,18.7262,137.0,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-CABG-HRRP,,,0.9563,10.8263,11.321,,2020-07-01,2023-06-30
YUMA REGIONAL MEDICAL CENTER,30013,AZ,READM-30-AMI-HRRP,318.0,,0.957,12.9226,13.5037,39.0,2020-07-01,2023-06-30
HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,30014,AZ,READM-30-HF-HRRP,240.0,,1.0404,19.2658,18.5169,49.0,2020-07-01,2023-06-30
HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,30014,AZ,READM-30-HIP-KNEE-HRRP,,,0.9,5.018,5.5757,,2020-07-01,2023-06-30
HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,30014,AZ,READM-30-COPD-HRRP,,,0.9099,15.0538,16.5451,,2020-07-01,2023-06-30
HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,30014,AZ,READM-30-PN-HRRP,276.0,,0.9301,14.4344,15.5198,35.0,2020-07-01,2023-06-30
HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,30014,AZ,READM-30-AMI-HRRP,105.0,,1.0527,12.9153,12.2691,16.0,2020-07-01,2023-06-30
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-HF-HRRP,188.0,,0.9549,17.6465,18.4791,30.0,2020-07-01,2023-06-30
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-PN-HRRP,286.0,,1.0456,15.7416,15.055,48.0,2020-07-01,2023-06-30
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-COPD-HRRP,56.0,,1.0802,15.2054,14.0761,13.0,2020-07-01,2023-06-30
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,READM-30-AMI-HRRP,,,1.0126,10.3143,10.1858,,2020-07-01,2023-06-30
VALLEYWISE HEALTH MEDICAL CENTER,30022,AZ,READM-30-HF-HRRP,45.0,,1.0781,21.2661,19.725,15.0,2020-07-01,2023-06-30
VALLEYWISE HEALTH MEDICAL CENTER,30022,AZ,READM-30-PN-HRRP,,,1.0164,15.5509,15.2993,,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-HIP-KNEE-HRRP,,,0.8826,4.1766,4.7324,,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-HF-HRRP,295.0,,0.9567,18.6774,19.5226,52.0,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-COPD-HRRP,,,0.9789,16.2089,16.5579,,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-PN-HRRP,203.0,,1.0103,15.4253,15.2678,32.0,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-CABG-HRRP,74.0,,1.1026,10.5729,9.5889,11.0,2020-07-01,2023-06-30
FLAGSTAFF MEDICAL CENTER,30023,AZ,READM-30-AMI-HRRP,154.0,,0.9806,10.9777,11.1948,16.0,2020-07-01,2023-06-30
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-HF-HRRP,223.0,,0.9495,19.5783,20.6196,40.0,2020-07-01,2023-06-30
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-COPD-HRRP,102.0,,1.0128,15.9297,15.7279,17.0,2020-07-01,2023-06-30
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-PN-HRRP,245.0,,1.0268,16.0061,15.5882,41.0,2020-07-01,2023-06-30
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-AMI-HRRP,166.0,,1.0417,13.882,13.3265,25.0,2020-07-01,2023-06-30
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,READM-30-CABG-HRRP,,,1.0859,10.3605,9.5408,,2020-07-01,2023-06-30
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-PN-HRRP,82.0,,0.9957,14.988,15.0528,12.0,2020-07-01,2023-06-30
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-HF-HRRP,,,0.9791,21.2209,21.6735,,2020-07-01,2023-06-30
ABRAZO CENTRAL CAMPUS,30030,AZ,READM-30-COPD-HRRP,,,1.0001,15.1281,15.1261,,2020-07-01,2023-06-30
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-HF-HRRP,626.0,,0.9048,17.7219,19.5875,104.0,2020-07-01,2023-06-30
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,READM-30-COPD-HRRP,151.0,,0.9669,17.9347,18.5481,25.0,2020-07-01,2023-06-30
